Index,Air_temperature,Dew_point_temperature,Relative_humidity,Vapour_pressure,Saturated_vapour_pressure,Wind_speed,Wind_direction,Speed_maximum_windgust,DNI,GHI,Gross_generation,Total_consumption,Time
34,13.13489933,12.10067114,93.43624161,14.11208054,15.13892617,9.060402685,166.1744966,13.53020134,0,0,0.008,100.332,1/07/2011 17:30
35,13.08724832,12.17315436,94.04697987,14.18993289,15.09127517,10.48322148,163.0872483,14.56375839,0,0,0.034,110.022,1/07/2011 18:00
36,12.95033557,12.0442953,94.08724832,14.06107383,14.95503356,8.33557047,170.2013423,11.22147651,0,0,0.019,109.581,1/07/2011 18:30
37,12.78120805,11.93422819,94.39597315,13.95167785,14.78590604,8.308724832,178.6577181,12.04026846,0,0,0.013,103.74,1/07/2011 19:00
38,12.82550336,12.00805369,94.67785235,14.02013423,14.83087248,7.879194631,246.0402685,10.36241611,0,0,0.013,99.17,1/07/2011 19:30
39,12.81812081,12.02214765,94.88590604,14.03892617,14.82550336,9.10738255,254.4295302,11.59731544,0,0,0.019,94.266,1/07/2011 20:00
40,12.55704698,11.77583893,94.97315436,13.82348993,14.56577181,9.315436242,242.4161074,12.43624161,0,0,0.02,105.826,1/07/2011 20:30
41,12.4852349,11.79395973,95.42281879,13.84161074,14.4966443,7.852348993,192.4161074,9.89261745,0,0,0.025,94.077,1/07/2011 21:00
42,12.24228188,11.56711409,95.53020134,13.64026846,14.28456376,9.932885906,196.9798658,11.81208054,0,0,0.014,80.438,1/07/2011 21:30
43,12.19731544,11.59328859,96,13.67181208,14.2409396,9.395973154,260.1342282,12.01342282,0,0,0.012,81.028,1/07/2011 22:00
44,11.86510067,11.2114094,95.94630872,13.3409396,13.93959732,10.17449664,199.5973154,13.11409396,0,0,0.012,79.545,1/07/2011 22:30
45,11.6033557,10.96174497,96.01342282,13.12684564,13.70939597,9.489932886,208.8590604,11.40939597,0,0,0.006,78.081,1/07/2011 23:00
46,11.40805369,10.76375839,96,12.96711409,13.55234899,9.315436242,195.8389262,11.34228188,0,0,0.018,100.978,1/07/2011 23:30
47,11.16241611,10.57718121,96.29530201,12.81946309,13.3442953,8.174496644,186.3087248,10.67785235,0,0,0.007,118.172,2/07/2011 0:00
48,10.79865772,10.29127517,96.68456376,12.60805369,12.99060403,8.738255034,198.0536913,11.48993289,0,0,0.013,113.87,2/07/2011 0:30
49,10.48120805,9.979194631,96.73825503,12.34697987,12.76308725,9.523489933,203.4899329,11.53691275,0,0,0.007,99.42,2/07/2011 1:00
50,10.46711409,9.977181208,96.80536913,12.33154362,12.76778523,8.852348993,207.6510067,11.96644295,0,0,0.018,73.619,2/07/2011 1:30
51,10.22818792,9.777181208,96.99328859,12.19127517,12.58187919,9.046979866,194.7651007,12.57718121,0,0,0.024,52.353,2/07/2011 2:00
52,10.13557047,9.771812081,97.62416107,12.16644295,12.49530201,9.738255034,196.7114094,12.55033557,0,0,0.007,43.591,2/07/2011 2:30
53,9.779865772,9.366442953,97.36912752,11.86912752,12.1966443,9.208053691,209.261745,12.14765101,0,0,0.006,37.037,2/07/2011 3:00
54,9.879865772,9.525503356,97.67114094,11.98053691,12.27248322,8.362416107,226.3087248,11.77181208,0,0,0.012,37.307,2/07/2011 3:30
55,9.597986577,9.244966443,97.67785235,11.78791946,12.06174497,8.812080537,206.442953,11.90604027,0,0,0,36.492,2/07/2011 4:00
56,9.351677852,8.987919463,97.62416107,11.56778523,11.84697987,8.33557047,192.7516779,11.5704698,0,0,0.006,33.152,2/07/2011 4:30
57,9.138926174,8.784563758,97.66442953,11.42885906,11.66375839,6.604026846,194.2281879,9.691275168,0,0,0.007,41.931,2/07/2011 5:00
58,8.993288591,8.677852349,97.66442953,11.34295302,11.5966443,5.785234899,188.3221477,8.134228188,0,0,0.018,38.256,2/07/2011 5:30
59,9.061744966,8.70738255,97.66442953,11.38255034,11.63624161,6.174496644,213.557047,9.006711409,0,0,0,39.224,2/07/2011 6:00
60,8.991946309,8.637583893,97.66442953,11.31006711,11.60268456,6.080536913,190.2684564,10.16107383,0,0,0.012,47.44,2/07/2011 6:30
61,9.146979866,8.79261745,97.66442953,11.45838926,11.75234899,7.677852349,179.4630872,11.42281879,201.033557,85.59060403,0.012,53.297,2/07/2011 7:00
62,9.146979866,8.799328859,97.73154362,11.51342282,11.73624161,7.489932886,183.4899329,11.02013423,201.033557,85.59060403,0.513,63.53,2/07/2011 7:30
63,9.751677852,9.426845638,97.95973154,11.86979866,12.15838926,7.55704698,195.4362416,10.24161074,423.7248322,228.9060403,5.787,76.382,2/07/2011 8:00
64,10.57583893,10.19865772,97.70469799,12.47114094,12.81610738,6.926174497,187.114094,10.60402685,423.7248322,228.9060403,14.952,70.68,2/07/2011 8:30
65,11.46040268,11.05637584,97.43624161,13.2,13.57718121,7.033557047,206.5771812,10.20134228,495.2818792,341.3221477,27.122,79.704,2/07/2011 9:00
66,12.27315436,11.55369128,95.60402685,13.6590604,14.33221477,8.765100671,208.3221477,11.3557047,495.2818792,341.3221477,37.289,80.967,2/07/2011 9:30
67,13.05302013,11.63221477,91.52348993,13.69194631,15.12416107,8.798657718,221.2751678,13.02684564,633.2885906,454.8053691,44.6,62.988,2/07/2011 10:00
68,13.87919463,12.1409396,89.72483221,14.15838926,15.90738255,10.16778523,285.5704698,14.5704698,633.2885906,454.8053691,51.926,58.773,2/07/2011 10:30
69,14.09463087,11.97248322,87.45637584,14.01744966,16.12281879,10.34228188,266.6442953,15.44295302,626.6040268,480.5167785,63.088,56.003,2/07/2011 11:00
70,15.2295302,12.47516779,83.97315436,14.49127517,17.35704698,10.94630872,308.7919463,15.29530201,626.6040268,480.5167785,64.327,63.664,2/07/2011 11:30
71,15.95100671,12.48724832,79.95302013,14.50872483,18.14161074,11.32214765,270.738255,15.08053691,699.8120805,488.6845638,65.067,50.032,2/07/2011 12:00
72,16.38322148,12.14765101,76.0738255,14.16308725,18.65973154,8.906040268,209.5973154,15.68456376,699.8120805,488.6845638,65.318,51.932,2/07/2011 12:30
73,17.0704698,11.92550336,71.83221477,13.97114094,19.51409396,7.496644295,267.9194631,14.38255034,588.6979866,389.5973154,65.662,55.79,2/07/2011 13:00
74,17.45771812,11.61006711,68.69127517,13.67651007,19.98120805,5.912751678,250.6711409,10.55704698,588.6979866,389.5973154,65.328,51.149,2/07/2011 13:30
75,17.23557047,11.40671141,68.6442953,13.47651007,19.64966443,4.134228188,80.93959732,6.315436242,586.1677852,289.5033557,56.638,48.777,2/07/2011 14:00
76,17.36644295,11.31006711,67.6442953,13.41409396,19.83489933,5.530201342,199.9328859,8.724832215,586.1677852,289.5033557,47.102,46.913,2/07/2011 14:30
77,17.21744966,11.50872483,69.16107383,13.56644295,19.63087248,6.046979866,100.9395973,9.026845638,250.6979866,128.885906,37.709,44.562,2/07/2011 15:00
78,16.9557047,11.35436242,69.67114094,13.4295302,19.34295302,5.604026846,118.4563758,7.993288591,250.6979866,128.885906,28.019,44.066,2/07/2011 15:30
79,16.60604027,11.34697987,71.24161074,13.46577181,18.91275168,3.241610738,118.6577181,6.510067114,0,0,16.413,53.248,2/07/2011 16:00
80,15.94496644,11.12818792,73.16778523,13.24697987,18.16644295,1.375838926,36.44295302,4.697986577,0,0,6.177,58.576,2/07/2011 16:30
81,14.72751678,10.97248322,78.3557047,13.10469799,16.80738255,3.234899329,20.53691275,4.362416107,0,0,0.639,63.872,2/07/2011 17:00
82,13.8704698,10.82281879,82.06711409,12.99530201,15.92818792,5.597315436,123.7583893,7.503355705,0,0,0.007,85.365,2/07/2011 17:30
83,13.65234899,10.79530201,83.17449664,12.97181208,15.74362416,5.275167785,55.5704698,7.208053691,0,0,0.019,97.032,2/07/2011 18:00
84,13.26778523,10.13087248,81.80536913,12.40872483,15.40268456,7.040268456,60.20134228,9.006711409,0,0,0.019,95.103,2/07/2011 18:30
85,13.25167785,10.56040268,84.33557047,12.81342282,15.46107383,7.765100671,46.6442953,9.684563758,0,0,0.001,83.337,2/07/2011 19:00
86,13.02214765,10.8261745,86.93288591,13.05167785,15.2738255,7.946308725,114.966443,9.281879195,0,0,0.007,80.418,2/07/2011 19:30
87,12.81812081,10.85973154,88.3557047,13.1261745,15.09597315,8,112.2818792,10.3557047,0,0,0.014,80.934,2/07/2011 20:00
88,12.38456376,10.31342282,87.60402685,12.63624161,14.64966443,8.872483221,98.65771812,10.94630872,0,0,0.019,80.877,2/07/2011 20:30
89,12.1590604,10.1738255,88.0738255,12.50604027,14.44295302,8.590604027,232.5503356,10.26845638,0,0,0.013,81.59,2/07/2011 21:00
90,11.54563758,9.933557047,90.13422819,12.32416107,13.83691275,7.154362416,217.1812081,9.261744966,0,0,0.025,79.808,2/07/2011 21:30
91,11.20134228,10.01610738,92.44295302,12.41208054,13.53154362,7.932885906,214.8993289,9.463087248,0,0,0.006,78.431,2/07/2011 22:00
92,11.11275168,10.0147651,92.99328859,12.4442953,13.44563758,8.255033557,211.2751678,11.15436242,0,0,0.019,71.148,2/07/2011 22:30
93,11.19597315,10.07785235,92.77181208,12.56912752,13.57248322,11.73825503,232.7516779,13.55033557,0,0,0.006,71.695,2/07/2011 23:00
94,11.21208054,9.594630872,90.08053691,12.14496644,13.60939597,11.74496644,238.7919463,15.75838926,0,0,0.006,97.941,2/07/2011 23:30
95,10.72281879,9.361744966,91.47651007,11.96375839,13.18926174,10.38926174,222.4161074,11.63758389,0,0,0.006,103.213,3/07/2011 0:00
96,10.65838926,9.34295302,91.91946309,11.92684564,13.15234899,10.83221477,90.33557047,12.22818792,0,0,0.014,98.438,3/07/2011 0:30
97,10.48791946,9.294630872,92.29530201,11.94026846,13.02080537,10.7114094,104.6979866,13.47651007,0,0,0.012,81.352,3/07/2011 1:00
98,10.10939597,8.893288591,92.2147651,11.61006711,12.63557047,8.926174497,225.1006711,11.63758389,0,0,0.006,53.037,3/07/2011 1:30
99,9.693288591,8.516107383,92.61073826,11.27986577,12.28590604,9.624161074,225.1006711,11.90604027,0,0,0.019,49.355,3/07/2011 2:00
100,9.430201342,8.45704698,93.83892617,11.26510067,12.0704698,8.630872483,217.3154362,10.56375839,0,0,0.007,48.698,3/07/2011 2:30
101,9.041610738,8.186577181,94.44295302,11.05503356,11.73557047,7.369127517,216.6442953,8.993288591,0,0,0.018,40.383,3/07/2011 3:00
102,9.060402685,8.300671141,95.1409396,11.13691275,11.77852349,9.181208054,239.1275168,11.71812081,0,0,0.008,35.733,3/07/2011 3:30
103,9.045637584,8.28590604,95.16107383,11.13557047,11.75167785,8.389261745,239.0604027,9.744966443,0,0,0.01,34.889,3/07/2011 4:00
104,8.725503356,7.983221477,95.08724832,10.89798658,11.44966443,8.483221477,223.557047,10.40939597,0,0,0.009,31.797,3/07/2011 4:30
105,7.890604027,7.152348993,95.11409396,10.27449664,10.78993289,8.979865772,216.5100671,10.25503356,0,0,0.019,34.446,3/07/2011 5:00
106,7.90738255,7.273825503,95.63758389,10.2966443,10.77986577,9.798657718,217.852349,12.13422819,0,0,0.008,38.137,3/07/2011 5:30
107,7.591275168,6.959060403,95.63758389,10.10268456,10.56577181,10.16107383,212.0805369,13.40939597,0,0,0.008,44.681,3/07/2011 6:00
108,7.55704698,7.041610738,96.41610738,10.16308725,10.53489933,12.87248322,240,14.9261745,0,0,0.032,53.44,3/07/2011 6:30
109,7.676510067,7.159731544,96.41610738,10.24026846,10.65234899,11.95302013,227.852349,14.8590604,224.590604,90.55033557,0.014,58.947,3/07/2011 7:00
110,7.875838926,7.283892617,95.90604027,10.36040268,10.78322148,12.16107383,227.6510067,15.67785235,224.590604,90.55033557,0.706,58.016,3/07/2011 7:30
111,8.528187919,7.858389262,95.63758389,10.72281879,11.25704698,11.81208054,234.3624161,15.17449664,500.704698,251.6040268,6.351,56.555,3/07/2011 8:00
112,9.427889635,8.65093214,95.10663684,11.27837435,11.97345265,13.02684564,232.852349,15.4488255,500.704698,251.6040268,14.902,68.068,3/07/2011 8:30
113,10.55175242,9.646159582,94.33407905,12.01782252,12.84287845,12.26845638,233.6241611,15.2533557,267.9530201,291.3422819,26.099,80.294,3/07/2011 9:00
114,11.92662192,10.61185682,92.20581655,12.78277405,14.01565996,12.66442953,239.4966443,15.32634228,267.9530201,291.3422819,36.378,80.079,3/07/2011 9:30
115,13.05988069,11.38292319,90.13124534,13.47255779,15.18844146,15.10067114,251.409396,18.32550336,377.6174497,382.9530201,39.315,66.286,3/07/2011 10:00
116,13.62132737,11.77546607,89.23788218,13.82274422,15.69813572,12.87919463,164.7986577,16.31795302,377.6174497,382.9530201,37.993,72.789,3/07/2011 10:30
117,14.75861298,11.57337808,82.02237136,13.65749441,16.94071588,13.11409396,229.1946309,17.29026846,438.6174497,436.8590604,44.112,66.93,3/07/2011 11:00
118,15.38583147,10.63571961,74.10887397,12.88284862,17.63564504,12.0738255,336.2751678,16.55788591,438.6174497,436.8590604,51.837,65.869,3/07/2011 11:30
119,16.76741238,10.64839672,67.73900075,12.92431022,19.22990306,12.14765101,336.7785235,16.24161074,764.3355705,513.6778523,53.674,60.928,3/07/2011 12:00
120,17.04563758,10.04765101,63.79865772,12.3590604,19.45771812,14.18791946,329.1946309,18.84563758,764.3355705,513.6778523,62.668,52.414,3/07/2011 12:30
121,17.43087248,9.9,61.6442953,12.26308725,19.90872483,16.61744966,331.8120805,21.89261745,763.7651007,436.2080537,68.677,55.276,3/07/2011 13:00
122,18.16912752,10.07785235,59.27516779,12.39865772,20.85704698,16.84563758,331.3422819,22.20805369,763.7651007,436.2080537,65.693,49.624,3/07/2011 13:30
123,18.55771812,10.28590604,58.63758389,12.5261745,21.4,11.93959732,352.2818792,15.71812081,634.6375839,302.3422819,61.25,47.875,3/07/2011 14:00
124,18.32751678,10.01275168,58.3557047,12.31946309,21.07651007,14.46308725,267.3825503,18.89932886,634.6375839,302.3422819,52.626,48.612,3/07/2011 14:30
125,18.24026846,10.12214765,59.36912752,12.40939597,21.02147651,12.58389262,262.6845638,17.1409396,249.0469799,130.2416107,44.17,46.395,3/07/2011 15:00
126,18.08926174,9.726845638,58.45637584,12.0704698,20.7885906,14.48993289,347.7181208,18.18120805,249.0469799,130.2416107,29.732,52.821,3/07/2011 15:30
127,17.25771812,9.314765101,59.69127517,11.71275168,19.74832215,14.72483221,346.0402685,17.93959732,0,0,12.054,52.822,3/07/2011 16:00
128,16.39328859,9.677852349,64.59731544,12.03892617,18.66845638,11.0738255,233.3557047,15.27516779,0,0,4.039,66.303,3/07/2011 16:30
129,15.48993289,9.990604027,69.95302013,12.27248322,17.67449664,8.912751678,241.409396,10.05369128,0,0,0.375,66.199,3/07/2011 17:00
130,14.58255034,9.923489933,74.08053691,12.21342282,16.75033557,11.89261745,228.590604,13.32885906,0,0,0.006,87.216,3/07/2011 17:30
131,14.03691275,9.929530201,76.81208054,12.22348993,16.17986577,11.40939597,247.7852349,13.53691275,0,0,0.001,91.867,3/07/2011 18:00
132,13.54496644,9.802013423,78.75838926,12.1557047,15.74630872,10.63758389,254.1610738,12.54362416,0,0,0.007,94.508,3/07/2011 18:30
133,13.08389262,9.852348993,81.24161074,12.19530201,15.25167785,8.563758389,222.8187919,10.6442953,0,0,0.007,99.226,3/07/2011 19:00
134,12.56510067,9.409395973,81.61744966,11.85436242,14.73422819,9.946308725,235.704698,12.28187919,0,0,0.007,93.043,3/07/2011 19:30
135,12.73422819,9.606711409,81.90604027,12.06174497,14.96644295,11.16107383,335.1006711,13.96644295,0,0,0.001,92.118,3/07/2011 20:00
136,12.34295302,9.247651007,82.06040268,11.72214765,14.57651007,9.993288591,247.4496644,13.40268456,0,0,0.012,93.171,3/07/2011 20:30
137,11.87651007,9.110738255,83.71812081,11.64765101,14.15838926,9.901565996,227.8747204,12.33557047,0,0,0.012,88.727,3/07/2011 21:00
138,11.44228188,8.759731544,84.1409396,11.3704698,13.73691275,9.293064877,326.2863535,12.24832215,0,0,0.018,86.024,3/07/2011 21:30
139,11.33691275,8.981879195,85.93288591,11.52885906,13.61409396,11.79865772,326.8456376,14.72483221,0,0,0.02,87.923,3/07/2011 22:00
140,11.50604027,8.836912752,84.23489933,11.39261745,13.8147651,11.08724832,308.590604,15.02013423,0,0,0.025,78.047,3/07/2011 22:30
141,11.4885906,8.494630872,82.61744966,11.18322148,13.83020134,11.77181208,229.3959732,15.00671141,0,0,0.007,71.294,3/07/2011 23:00
142,11.34899329,8.469127517,83,11.15234899,13.72281879,15.86577181,320.5369128,18.01342282,0,0,0.013,89.394,3/07/2011 23:30
143,11.28657718,8.585234899,83.90604027,11.25033557,13.64563758,11.5704698,232.2147651,14.13422819,0,0,0.02,99.208,4/07/2011 0:00
144,11.16510067,8.363758389,83.40268456,11.0704698,13.55302013,12.04026846,236.3087248,14.30201342,0,0,0,96.847,4/07/2011 0:30
145,11.06375839,8.168456376,82.94630872,10.92080537,13.42885906,11.39597315,248.7919463,14.37583893,0,0,0.012,81.243,4/07/2011 1:00
146,10.83221477,8.14966443,83.99328859,10.92684564,13.2442953,9.248322148,237.0469799,12.60402685,0,0,0.006,61.401,4/07/2011 1:30
147,10.31543624,7.826845638,84.97315436,10.66778523,12.74832215,7.838926174,248.7248322,12.06711409,0,0,0.018,52.75,4/07/2011 2:00
148,10.20402685,7.97852349,86.48322148,10.76778523,12.64832215,6.738255034,243.4228188,11.22147651,0,0,0.025,43.692,4/07/2011 2:30
149,10.07516779,8.103355705,87.76510067,10.87449664,12.54563758,9.973154362,230.0671141,12.14765101,0,0,0.012,37.149,4/07/2011 3:00
150,10.33087248,8.217449664,87.05369128,10.9704698,12.80604027,12.87248322,243.6241611,15.79865772,0,0,0.006,35.252,4/07/2011 3:30
151,10.44899329,7.875838926,84.75167785,10.67919463,12.92080537,17.4966443,233.7583893,20.09395973,0,0,0.006,36.745,4/07/2011 4:00
152,10.37449664,7.808053691,84.59060403,10.67516779,12.86979866,15.16778523,236.1744966,18.62416107,0,0,0.024,36.655,4/07/2011 4:30
153,10.51879195,7.768456376,83.69798658,10.59261745,12.96107383,17.59731544,254.7651007,21.93959732,0,0,0.006,41.206,4/07/2011 5:00
154,10.37583893,7.687248322,84.19463087,10.57785235,12.82416107,17.58389262,246.1744966,22.48322148,0,0,0.006,42.215,4/07/2011 5:30
155,11.56711409,8.338926174,81.16107383,11.02483221,13.73691275,18.08053691,250.738255,23.23489933,0,0,0.038,42.81,4/07/2011 6:00
156,11.74295302,8.208724832,79.34899329,10.88791946,13.93154362,18.27516779,258.2550336,23.91946309,0,0,0,51.241,4/07/2011 6:30
157,11.14563758,7.695973154,79.83221477,10.51677852,13.33825503,18.8590604,338.590604,22.53020134,202.9865772,86.30201342,0.012,63.586,4/07/2011 7:00
158,10.59127517,7.52147651,81.83221477,10.40536913,12.94966443,14.76510067,237.9865772,17.47651007,202.9865772,86.30201342,0.576,73.449,4/07/2011 7:30
159,11.63489933,8.591275168,82.08053691,11.19932886,13.85503356,11.93288591,227.6510067,16.20134228,488.1409396,244.3221477,7.852,80.148,4/07/2011 8:00
160,12.96040268,8.906040268,76.76510067,11.38389262,15.06442953,9.167785235,340.9395973,11.24832215,488.1409396,244.3221477,18.253,68.737,4/07/2011 8:30
161,14.35369128,9.553020134,73.16107383,11.95704698,16.37986577,12.43624161,257.3825503,18.68456376,628.3020134,378.3221477,27.989,63.509,4/07/2011 9:00
162,15.9442953,9.155033557,64.24161074,11.62483221,18.16577181,13.22147651,232.0805369,19.06711409,628.3020134,378.3221477,38.377,62.029,4/07/2011 9:30
163,17.43959732,8.897986577,57.32885906,11.43355705,19.99932886,12.60402685,332.8187919,18.32214765,746.5973154,484.9127517,49.925,57.411,4/07/2011 10:00
164,18.41275168,8.948322148,54.1409396,11.43959732,21.19865772,16.93288591,321.6107383,27.45637584,746.5973154,484.9127517,59.368,52.069,4/07/2011 10:30
165,19.05234899,9.036241611,52.24832215,11.52214765,22.05503356,16.84563758,315.6375839,27.53691275,772.9261745,521.6711409,67.001,50.834,4/07/2011 11:00
166,19.8557047,9.567785235,51.56375839,11.95838926,23.18724832,19.82550336,312.6845638,31.4295302,772.9261745,521.6711409,71.056,47.113,4/07/2011 11:30
167,20.24832215,9.83557047,51.14765101,12.18389262,23.78724832,21.74496644,319.4630872,34.72483221,765.4496644,500.7852349,74.268,43.128,4/07/2011 12:00
168,20.57114094,10.05302013,50.94630872,12.3442953,24.23557047,22.34899329,315.3691275,37.24161074,765.4496644,500.7852349,74.106,44.498,4/07/2011 12:30
169,20.64966443,9.159731544,47.83221477,11.60939597,24.35838926,24.95302013,315.5033557,41.47651007,713.0805369,416.6174497,72.548,40.152,4/07/2011 13:00
170,20.59597315,9.116778523,47.89932886,11.54630872,24.27852349,31.03355705,314.1610738,46.7114094,713.0805369,416.6174497,66.992,39.756,4/07/2011 13:30
171,20.57986577,9.154362416,48.08053691,11.61677852,24.25973154,30.4295302,316.6442953,41.63087248,603.5771812,289.738255,58.291,38.708,4/07/2011 14:00
172,20.19261745,9.609395973,51.09395973,12.02013423,23.71610738,28.34228188,305.1677852,47.32885906,603.5771812,289.738255,34.739,38.8,4/07/2011 14:30
173,20.00671141,9.736912752,52,12.11812081,23.45369128,26.57718121,314.2281879,36.90604027,273.9261745,132.1208054,31.965,42.021,4/07/2011 15:00
174,19.88053691,9.677852349,52.02684564,12.02013423,23.23087248,21.16778523,306.5771812,32.1409396,273.9261745,132.1208054,29.137,40.258,4/07/2011 15:30
175,19.12416107,9.809395973,55.23489933,12.14563758,22.1885906,17.45637584,311.3422819,28.52348993,0,0,15.539,39.663,4/07/2011 16:00
176,18.56107383,10.19597315,58.55033557,12.42818792,21.44161074,16.11409396,314.966443,22.98657718,0,0,5.83,49.02,4/07/2011 16:30
177,17.23087248,9.882550336,62.59731544,12.21275168,19.74026846,14.18120805,231.7449664,19.67785235,0,0,0.393,63.799,4/07/2011 17:00
178,16.56711409,9.953691275,65.68456376,12.25234899,18.97516779,14.34899329,231.0738255,19.51006711,0,0,0,79.972,4/07/2011 17:30
179,15.96308725,9.975838926,68.42281879,12.25033557,18.2590604,11.81208054,229.5302013,15.63758389,0,0,0.006,86.728,4/07/2011 18:00
180,15.38255034,9.79261745,70.28187919,12.12013423,17.63154362,10.48322148,225.1677852,13.77852349,0,0,0.019,92.214,4/07/2011 18:30
181,14.87449664,9.669798658,71.99328859,12.02550336,17.08657718,10.73154362,223.0872483,14.5704698,0,0,0.007,84.143,4/07/2011 19:00
