Index,Total_consumption,Air_temperature,Air_temperature_future,Dew_point_temperature,Relative_humidity,Vapour_pressure,Saturated_vapour_pressure,Wind_speed,Wind_direction,Speed_maximum_windgust,DNI,GHI,Gross_generation,Time
26,53.856,14.31641791,14.77313433,1.180597015,37.49253731,5.955970149,16.41716418,15.04477612,246.7910448,21.8358209,418.0447761,375.9776119,44.175,1/07/2012 13:30
27,47.274,14.97238806,14.92910448,0.654477612,33.67164179,5.693283582,17.06268657,14.70149254,251.2686567,22.81343284,252.9402985,222.7985075,45.86,1/07/2012 14:00
28,45.297,14.56641791,14.88134328,0.279850746,33.25373134,5.48880597,16.59253731,18.06716418,240.5223881,30.90298507,252.9402985,222.7985075,38.636,1/07/2012 14:30
29,42.807,15.0358209,14.9238806,-0.923134328,29.12686567,4.975373134,17.13880597,17.32835821,247.9850746,27.36567164,154.2238806,119.9477612,25.253,1/07/2012 15:00
30,53.362,14.8641791,14.61567164,-0.389552239,30.85074627,5.158208955,16.92686567,17.59701493,244.1791045,27.29104478,154.2238806,119.9477612,18.053,1/07/2012 15:30
31,57.748,13.7858209,14.60895522,0.629850746,36.05223881,5.629104478,15.7858209,16.85074627,241.0447761,24.02985075,0,0,7.919,1/07/2012 16:00
32,63.156,12.88880597,13.97313433,0.893283582,39.41791045,5.747761194,14.92164179,12.69402985,236.3432836,18.85820896,0,0,2.208,1/07/2012 16:30
33,76.814,12.18955224,13.18208955,0.573880597,40.30597015,5.597761194,14.22686567,16.29104478,223.0597015,22.88059701,0,0,0.265,1/07/2012 17:00
34,96.378,11.61567164,12.5380597,0.899253731,42.98507463,5.73880597,13.73731343,14.02238806,237.9104478,20.76119403,0,0,0.019,1/07/2012 17:30
35,116.775,11.25895522,11.97835821,0.958208955,44.15671642,5.791791045,13.39477612,13.63432836,247.9104478,20.38059701,0,0,0,1/07/2012 18:00
36,120.95,11.04402985,11.51791045,0.752238806,44.06716418,5.68358209,13.2141791,13.2761194,257.238806,19.8880597,0,0,0.007,1/07/2012 18:30
37,118.528,10.78134328,11.1641791,1.115671642,46.12686567,5.853731343,12.96791045,13.76865672,254.5522388,21.44776119,0,0,0.012,1/07/2012 19:00
38,114.01,10.33880597,10.9261194,1.273880597,48.23880597,5.939552239,12.60671642,12.91791045,255.4477612,20.69402985,0,0,0.012,1/07/2012 19:30
39,110.71,9.885820896,10.5641791,1.7,51.55970149,6.173880597,12.23731343,12.70895522,241.8656716,18.92537313,0,0,0,1/07/2012 20:00
40,103.427,9.342537313,10.2619403,1.773880597,53.8358209,6.17761194,11.77089552,13.08208955,256.2686567,17.69402985,0,0,0.013,1/07/2012 20:30
41,104.229,9.447014925,9.960447761,1.764179104,53.23134328,6.187313433,11.89104478,11.52985075,264.4029851,17.90298507,0,0,0.012,1/07/2012 21:00
42,98.408,9.348507463,9.799253731,1.646268657,53.07462687,6.132835821,11.81044776,13.7238806,268.0597015,20.11940299,0,0,0.013,1/07/2012 21:30
43,88.475,9.182089552,9.402985075,1.492537313,53.20895522,6.055970149,11.66119403,14.29104478,263.9552239,20.73134328,0,0,0.006,1/07/2012 22:00
44,101.599,8.952238806,9.098507463,1.570895522,54.44776119,6.076865672,11.48656716,12.14925373,262.3880597,19.56716418,0,0,0.001,1/07/2012 22:30
45,89.539,8.844029851,8.869402985,1.467910448,54.23880597,6.035074627,11.39925373,13.23880597,260,20.14925373,0,0,0.019,1/07/2012 23:00
46,76.33,8.58358209,8.744776119,1.441791045,55.34328358,6.047014925,11.19477612,11.92537313,260.9701493,18.73880597,0,0,0.012,1/07/2012 23:30
47,79.729,8.379850746,8.487313433,1.573880597,56.64925373,6.082089552,11.0619403,10.73880597,263.8059701,17.76865672,0,0,0.012,2/07/2012 0:00
48,84.968,7.953731343,8.279850746,1.585074627,58.32835821,6.105223881,10.74104478,9.21641791,261.8656716,14.58955224,0,0,0.006,2/07/2012 0:30
49,73.494,7.418656716,8.334328358,1.898507463,62.30597015,6.240298507,10.36567164,7.134328358,256.5671642,11.44029851,0,0,0.006,2/07/2012 1:00
50,85.684,7.294029851,8.208208955,2.007462687,63.41791045,6.329850746,10.28358209,7.559701493,216.4179104,10.80597015,0,0,0.013,2/07/2012 1:30
51,72.52,7.344776119,8.111940299,2.067164179,63.6641791,6.346268657,10.30298507,7.470149254,225.3731343,11.44776119,0,0,0.012,2/07/2012 2:00
52,62.988,6.964179104,8.017910448,1.919402985,64.59701493,6.278358209,10.02238806,7.626865672,225.3731343,10.8358209,0,0,0.012,2/07/2012 2:30
53,48.92,6.652238806,7.949253731,1.947014925,66.35074627,6.280597015,9.835820896,9.156716418,223.2089552,12.32089552,0,0,0.024,2/07/2012 3:00
54,47.521,6.541791045,7.98358209,2.056716418,67.3358209,6.342537313,9.758955224,7.410447761,266.5671642,10.32835821,0,0,0.018,2/07/2012 3:30
55,29.729,6.212686567,7.63880597,2.085074627,69.10447761,6.36641791,9.56119403,7.126865672,242.1641791,10.2238806,0,0,0,2/07/2012 4:00
56,30.359,6.449253731,7.835820896,2.097014925,68.1641791,6.33880597,9.744029851,8.955223881,250.5223881,11.3880597,0,0,0.006,2/07/2012 4:30
57,40.06,6.176119403,7.654477612,1.932835821,68.78358209,6.292537313,9.547761194,7.798507463,198.6567164,10.14925373,0,0,0,2/07/2012 5:00
58,42.615,6.379850746,7.491791045,2.052985075,68.82089552,6.329104478,9.693283582,9.529850746,245.6716418,13.01492537,0,0,0.006,2/07/2012 5:30
59,41.686,6.167164179,7.461940299,1.986567164,69.55970149,6.306716418,9.56119403,9.634328358,212.5373134,12.11940299,0,0,0.006,2/07/2012 6:00
60,48.202,6.119402985,7.355970149,1.935820896,69.3358209,6.275373134,9.526119403,8.962686567,218.5820896,12.91791045,0,0,0,2/07/2012 6:30
61,57.716,6.294776119,7.244029851,1.921641791,68.76119403,6.256716418,9.647761194,9.02238806,245.3731343,13.70149254,182.5597015,79.60447761,0.006,2/07/2012 7:00
62,61.955,6.912686567,7.391044776,2.402985075,68.23134328,6.510447761,10.03134328,12.35074627,235.1492537,16.91791045,182.5597015,79.60447761,0.296,2/07/2012 7:30
63,77.049,8.449253731,7.941791045,2.571641791,61.26119403,6.58358209,11.12761194,12.61940299,237.3880597,18.2761194,394.261194,224.6641791,3.893,2/07/2012 8:00
64,75.942,9.618656716,8.631343284,2.864179104,57.61940299,6.741044776,12.02537313,12.3358209,224.3283582,20.49253731,394.261194,224.6641791,10.227,2/07/2012 8:30
65,67.138,10.82537313,9.545522388,2.951492537,53.41044776,6.817164179,13.01343284,14.11940299,222.5373134,20.52985075,560.5820896,360.5149254,18.745,2/07/2012 9:00
66,62.046,11.63731343,10.50970149,2.689552239,49.03731343,6.654477612,13.7238806,15.14179104,230.0746269,21.93283582,560.5820896,360.5149254,29.068,2/07/2012 9:30
67,66.171,12.06119403,11.1761194,2.664925373,47.52238806,6.651492537,14.09402985,17.90298507,221.1940299,27.68656716,637.1343284,454.8358209,38.614,2/07/2012 10:00
68,58.973,12.62014925,11.80746269,2.604477612,45.44029851,6.640298507,14.62014925,19.85074627,222.1641791,29.04477612,637.1343284,454.8358209,47.16,2/07/2012 10:30
69,60.592,13.18358209,12.26044776,2.464179104,43.26865672,6.535820896,15.18358209,18.46268657,221.0447761,28.2238806,505.2686567,447.738806,53.916,2/07/2012 11:00
70,56.237,13.67761194,12.74701493,2.269402985,41.52238806,6.446268657,15.67761194,20.26865672,218.358209,31.2238806,505.2686567,447.738806,56.13,2/07/2012 11:30
71,52.544,13.99850746,13.38656716,1.913432836,39.21641791,6.282835821,16.00149254,21.94776119,215.9701493,30.50746269,425.2089552,407.4477612,53.316,2/07/2012 12:00
72,47.399,14.10671642,14.04029851,1.897761194,39.1641791,6.255970149,16.14328358,19.68656716,215.1492537,30.76865672,425.2089552,407.4477612,51.298,2/07/2012 12:30
73,56.288,14.53955224,14.21641791,1.425373134,36.62686567,6.03358209,16.59253731,20.90298507,223.2089552,35.69402985,306.7462687,301.880597,50.274,2/07/2012 13:00
74,49.584,14.77313433,14.35597015,1.604477612,36.7238806,6.098507463,16.84402985,19.99253731,217.6865672,30.71641791,306.7462687,301.880597,45.194,2/07/2012 13:30
75,48.582,14.92910448,14.39701493,1.88880597,36.79850746,6.246268657,16.98358209,20.55223881,211.3432836,31.64925373,336.119403,237.0895522,36.576,2/07/2012 14:00
76,45.862,14.88134328,14.25149254,1.731343284,36.6641791,6.17761194,16.95149254,20.20149254,217.3134328,29.64179104,336.119403,237.0895522,28.95,2/07/2012 14:30
77,47.043,14.9238806,14.4358209,1.067910448,34.93283582,5.864179104,17.03134328,17.03731343,211.3432836,30.13432836,134.0895522,103.2761194,24.232,2/07/2012 15:00
78,50.199,14.61567164,13.84477612,0.946268657,35.17164179,5.799253731,16.65895522,19.1641791,212.6119403,27.8880597,134.0895522,103.2761194,16.332,2/07/2012 15:30
79,57.549,14.60895522,13.29925373,0.996268657,35.29850746,5.806716418,16.67462687,16.31343284,212.6119403,26.85820896,0,0,8.548,2/07/2012 16:00
80,61.837,13.97313433,13.17238806,1.097014925,37.26119403,5.865671642,15.9858209,18.01492537,212.9104478,26.54477612,0,0,3.703,2/07/2012 16:30
81,67.785,13.18208955,12.66641791,1.230597015,39.90298507,5.92238806,15.22761194,14.46268657,223.6567164,20.13432836,0,0,0.299,2/07/2012 17:00
82,91.093,12.5380597,11.76268657,1.647761194,43.04477612,6.113432836,14.60522388,13.48507463,224.9253731,18.26119403,0,0,0.012,2/07/2012 17:30
83,108.81,11.97835821,11.34477612,1.737313433,45.1119403,6.185820896,14.08283582,13.47014925,230.8955224,19.3880597,0,0,0.006,2/07/2012 18:00
84,118.614,11.51791045,10.94402985,1.918656716,47.10447761,6.249253731,13.62985075,14.45522388,228.6567164,19.10447761,0,0,0.008,2/07/2012 18:30
85,123.783,11.1641791,10.42537313,2.169402985,49.10447761,6.375373134,13.30820896,13.6641791,225.8955224,21.28358209,0,0,0.006,2/07/2012 19:00
86,119.769,10.9261194,10.16268657,2,49.04477612,6.289552239,13.08656716,15.24626866,220.0746269,21.90298507,0,0,0.007,2/07/2012 19:30
87,117.259,10.5641791,9.958955224,1.940298507,50.30597015,6.26641791,12.78208955,15.85820896,220.3731343,21.76119403,0,0,0.006,2/07/2012 20:00
88,109.003,10.2619403,10.16641791,2.058955224,51.84328358,6.347761194,12.53656716,15.69402985,219.8507463,20.05223881,0,0,0.006,2/07/2012 20:30
89,102.029,9.960447761,9.705970149,2.112686567,53.17910448,6.367164179,12.29925373,16.23134328,215.9701493,21.58208955,0,0,0.008,2/07/2012 21:00
90,101.987,9.799253731,9.37238806,2.150746269,53.97014925,6.387313433,12.14328358,15.93283582,208.8059701,21.41791045,0,0,0.012,2/07/2012 21:30
91,94.734,9.402985075,9.491044776,2.129104478,55.29104478,6.349253731,11.82089552,14.76865672,211.1940299,21.53731343,0,0,0.018,2/07/2012 22:00
92,104.384,9.098507463,9.401492537,2.195522388,56.76865672,6.406716418,11.58208955,14.85074627,223.7313433,21,0,0,0.03,2/07/2012 22:30
93,87.574,8.869402985,9.269402985,2.13358209,57.24626866,6.37761194,11.41268657,14.53731343,227.3134328,20.14925373,0,0,0.012,2/07/2012 23:00
94,67.279,8.744776119,9.111940299,2.175373134,57.70895522,6.376865672,11.32014925,15.06716418,222.6119403,20.32089552,0,0,0.007,2/07/2012 23:30
95,69.238,8.487313433,9.150746269,2.242537313,59.32835821,6.432835821,11.12462687,14.06716418,223.7313433,18.95522388,0,0,0.012,3/07/2012 0:00
96,81.572,8.279850746,8.867910448,2.152985075,59.6119403,6.373134328,10.96268657,15.09701493,224.8507463,20.87313433,0,0,0.006,3/07/2012 0:30
97,83.986,8.334328358,8.665671642,2.091791045,59.08208955,6.340298507,11.02537313,15.39552239,225.1492537,20.88059701,0,0,0.012,3/07/2012 1:00
98,93.203,8.208208955,8.286567164,2.036567164,59.04477612,6.329850746,10.92985075,16.3358209,225.3731343,20.68656716,0,0,0.006,3/07/2012 1:30
99,82.67,8.111940299,7.982835821,1.936567164,59.17910448,6.269402985,10.83880597,15.06716418,225.8955224,21.97014925,0,0,0.024,3/07/2012 2:00
100,66.603,8.017910448,7.858208955,1.745522388,58.93283582,6.173880597,10.77462687,15.1641791,223.880597,27.29104478,0,0,0.012,3/07/2012 2:30
101,58.319,7.949253731,7.81641791,1.702238806,59.08208955,6.161940299,10.73507463,16.13432836,218.2089552,21.07462687,0,0,0.006,3/07/2012 3:00
102,46.47,7.98358209,7.550746269,1.742537313,58.98507463,6.171641791,10.74626866,16.41044776,219.6268657,21.08955224,0,0,0,3/07/2012 3:30
103,40.92,7.63880597,7.31119403,1.776119403,60.6641791,6.179104478,10.47835821,15.24626866,223.4328358,20.70895522,0,0,0.006,3/07/2012 4:00
104,37.818,7.835820896,7.205970149,1.626119403,59.08955224,6.107462687,10.61940299,17.42537313,218.358209,22.53731343,0,0,0.006,3/07/2012 4:30
105,36.896,7.654477612,7.481343284,1.754477612,60.18656716,6.16641791,10.49104478,16.05223881,222.4626866,21.65671642,0,0,0,3/07/2012 5:00
106,37.916,7.491791045,7.834328358,1.835074627,61.1641791,6.235074627,10.37835821,16.61940299,222.9850746,21.63432836,0,0,0,3/07/2012 5:30
107,42.101,7.461940299,8.097014925,1.697014925,60.94029851,6.165671642,10.36940299,16.3358209,227.761194,22.02238806,0,0,0.006,3/07/2012 6:00
108,52.667,7.355970149,8.048507463,1.844776119,62.07462687,6.231343284,10.28208955,16.87313433,226.9402985,21.19402985,0,0,0.006,3/07/2012 6:30
109,61.802,7.244029851,7.747761194,1.909701493,62.98507463,6.274626866,10.2141791,16.58955224,226.1940299,21.38059701,177.4552239,78.31343284,0.012,3/07/2012 7:00
110,62.028,7.391044776,7.820895522,2.08358209,62.84328358,6.344029851,10.31716418,15.79850746,226.2686567,21.58208955,177.4552239,78.31343284,0.295,3/07/2012 7:30
111,68.195,7.941791045,8.344776119,2.120149254,60.57462687,6.355223881,10.70522388,17.03731343,225.7462687,22.88059701,404.6492537,225.0970149,3.787,3/07/2012 8:00
112,71.87,8.631343284,8.923880597,2.361940299,58.68656716,6.500746269,11.23134328,15.99253731,222.6865672,20.75373134,404.6492537,225.0970149,10.171,3/07/2012 8:30
113,70.583,9.545522388,9.656716418,2.429104478,55.13432836,6.511940299,11.9238806,15.39552239,221.3432836,21.5,577.4626866,362.2462687,18.69,3/07/2012 9:00
114,68.177,10.50970149,10.55447761,2.391791045,51.38059701,6.48358209,12.70597015,17.92537313,217.6865672,26.14179104,577.4626866,362.2462687,28.354,3/07/2012 9:30
115,69.919,11.1761194,11.32835821,2.32761194,48.74626866,6.448507463,13.28656716,18.49253731,216.0447761,26.41044776,663.619403,456.6716418,38.718,3/07/2012 10:00
116,63.93,11.80746269,12.11791045,2.376119403,46.97014925,6.494029851,13.85522388,17.89552239,218.2089552,25.05223881,663.619403,456.6716418,47.41,3/07/2012 10:30
117,64.221,12.26044776,12.84328358,2.529850746,46.14179104,6.556716418,14.29328358,17.53731343,218.2089552,24.32089552,687.2238806,496.6044776,53.644,3/07/2012 11:00
118,58.55,12.74701493,13.30671642,2.505223881,44.59701493,6.556716418,14.74701493,16.35820896,221.0447761,24.55970149,687.2238806,496.6044776,56.889,3/07/2012 11:30
119,54.116,13.38656716,13.62164179,2.547014925,42.91044776,6.573880597,15.38656716,15.23134328,216.2686567,22.3358209,550.5522388,443.5671642,58.577,3/07/2012 12:00
120,52.931,14.04029851,14.19402985,2.367910448,40.35820896,6.503731343,16.0641791,15.46268657,208.2089552,22.65671642,550.5522388,443.5671642,58.412,3/07/2012 12:30
121,55.349,14.21641791,14.4,2.369402985,39.94029851,6.485074627,16.24328358,14.58955224,182.5373134,22.15671642,375.738806,324.1567164,54.834,3/07/2012 13:00
122,47.26,14.35597015,14.30671642,2.907462687,41.47014925,6.756716418,16.39850746,16.36567164,189.4029851,22.97014925,375.738806,324.1567164,46.866,3/07/2012 13:30
123,49.15,14.39701493,14.20447761,2.841791045,40.97761194,6.741791045,16.43656716,16.82835821,181.7164179,23.67910448,326.2313433,235.3134328,38.529,3/07/2012 14:00
124,50.954,14.25149254,13.96791045,2.845522388,41.65671642,6.741044776,16.25597015,15.39552239,176.4925373,23.52238806,326.2313433,235.3134328,29.893,3/07/2012 14:30
125,49.553,14.4358209,14.01119403,2.814925373,40.8358209,6.745522388,16.46716418,14.55970149,178.358209,22.84328358,159.5895522,108.2761194,23.102,3/07/2012 15:00
126,52.41,13.84477612,12.8358209,2.463432836,41.6641791,6.550746269,15.84776119,13.78358209,158.7313433,21.79104478,159.5895522,108.2761194,15.725,3/07/2012 15:30
127,51.902,13.29925373,12.2358209,2.796268657,44.6641791,6.717910448,15.33208955,12.20149254,167.1641791,17.20149254,0,0,8.045,3/07/2012 16:00
128,70.011,13.17238806,12.20597015,2.72761194,44.8880597,6.675373134,15.20522388,11.54477612,165.8955224,16.60447761,0,0,3.239,3/07/2012 16:30
129,85.415,12.66641791,12.35746269,2.941791045,47.2761194,6.800746269,14.70074627,10.47014925,169.7014925,13.97761194,0,0,0.449,3/07/2012 17:00
130,94.815,11.76268657,12.2380597,2.370895522,48.45522388,6.505223881,13.89104478,6.97761194,144.4776119,9.97761194,0,0,0.006,3/07/2012 17:30
131,114.556,11.34477612,12.10522388,2.567164179,50.95522388,6.591791045,13.5119403,5.231343284,166.1940299,6.813432836,0,0,0.012,3/07/2012 18:00
132,116.272,10.94402985,11.97164179,2.623134328,52.6119403,6.623134328,13.17089552,5.007462687,170.2238806,7.111940299,0,0,0.006,3/07/2012 18:30
133,115.069,10.42537313,11.64626866,3.094029851,56.87313433,6.894776119,12.72985075,6.26119403,182.238806,9.694029851,0,0,0.007,3/07/2012 19:00
134,105.943,10.16268657,11.38731343,3.144776119,57.99253731,6.937313433,12.48358209,9.104477612,216.119403,10.36567164,0,0,0.006,3/07/2012 19:30
135,108.428,9.958955224,11.41791045,3.009701493,57.64179104,6.815671642,12.30447761,10.89552239,219.1044776,14.3358209,0,0,0.007,3/07/2012 20:00
136,106.212,10.16641791,10.9619403,2.258208955,53.02238806,6.447761194,12.45,13.03731343,226.119403,18.86567164,0,0,0,3/07/2012 20:30
137,105.509,9.705970149,10.54552239,2.055223881,53.92537313,6.329850746,12.06641791,13.44029851,215.5970149,17.73880597,0,0,0.013,3/07/2012 21:00
138,96.732,9.37238806,10.17313433,1.876119403,54.49253731,6.250746269,11.81343284,14.87313433,211.9402985,20.2238806,0,0,0.018,3/07/2012 21:30
139,98.038,9.491044776,10.16343284,2.044029851,54.71641791,6.32238806,11.92462687,15.85074627,216.2686567,21.61940299,0,0,0.007,3/07/2012 22:00
140,98.902,9.401492537,10.03283582,1.838059701,54.20149254,6.213432836,11.84776119,17.69402985,209.4029851,25.00746269,0,0,0,3/07/2012 22:30
141,84.042,9.269402985,10.15671642,1.98358209,55.3358209,6.299253731,11.72985075,18.3880597,210.6716418,24.23134328,0,0,0.001,3/07/2012 23:00
142,67.538,9.111940299,10.24029851,2.13358209,56.21641791,6.378358209,11.62238806,16.70895522,216.7910448,22.82089552,0,0,0.006,3/07/2012 23:30
143,77.859,9.150746269,10.25447761,2.205970149,56.32089552,6.42238806,11.64029851,18.07462687,213.0597015,24.85074627,0,0,0.013,4/07/2012 0:00
144,85.506,8.867910448,10.37462687,2.300746269,57.78358209,6.45,11.43656716,18.63432836,219.0298507,25.28358209,0,0,0.012,4/07/2012 0:30
145,82.025,8.665671642,10.35746269,2.271641791,58.45522388,6.448507463,11.25223881,18.91791045,216.641791,25.35074627,0,0,0,4/07/2012 1:00
146,86.174,8.286567164,10.04365672,2.035820896,58.86567164,6.325373134,10.95298507,16.35074627,218.1343284,22.05970149,0,0,0.001,4/07/2012 1:30
147,73.509,7.982835821,9.724626866,1.960447761,59.88059701,6.291044776,10.73134328,16.85820896,222.0149254,22.12686567,0,0,0.001,4/07/2012 2:00
148,65.682,7.858208955,9.241791045,2.02761194,60.65671642,6.310447761,10.65522388,17.14179104,220.8955224,23.39552239,0,0,0.012,4/07/2012 2:30
149,57.02,7.81641791,9.11119403,1.81119403,59.79850746,6.218656716,10.61641791,17.26865672,221.5671642,23.02238806,0,0,0,4/07/2012 3:00
150,43.573,7.550746269,9.162686567,1.899253731,61.2238806,6.252238806,10.43955224,16.15671642,224.4029851,22.59701493,0,0,0,4/07/2012 3:30
151,37.826,7.31119403,9.089552239,1.852238806,61.97014925,6.231343284,10.25522388,16.48507463,223.4328358,22.5,0,0,0.018,4/07/2012 4:00
152,30.946,7.205970149,8.863432836,1.720149254,62.01492537,6.151492537,10.16940299,15.24626866,225.2985075,20.84328358,0,0,0.018,4/07/2012 4:30
153,38.582,7.481343284,9.015671642,1.581343284,59.92537313,6.097761194,10.37985075,16.18656716,212.6119403,23.48507463,0,0,0.012,4/07/2012 5:00
154,46.326,7.834328358,9.000746269,1.258955224,56.45522388,5.913432836,10.6238806,18.74626866,213.5074627,27.57462687,0,0,0.012,4/07/2012 5:30
155,49.433,8.097014925,8.806716418,1.135820896,55.01492537,5.858208955,10.80223881,18.8358209,215.8955224,25.08955224,0,0,0.012,4/07/2012 6:00
156,54.259,8.048507463,9.073134328,0.991044776,54.6641791,5.820149254,10.7880597,20.19402985,211.9402985,30.29850746,0,0,0.012,4/07/2012 6:30
157,71.972,7.747761194,9.01641791,0.904477612,55.67910448,5.753731343,10.5641791,18.64179104,216.1940299,25.8358209,148.0895522,77.29104478,0.018,4/07/2012 7:00
158,67.307,7.820895522,8.948507463,0.953731343,55.55970149,5.784328358,10.59925373,18.32089552,213.5074627,24.55223881,148.0895522,77.29104478,0.135,4/07/2012 7:30
159,60.813,8.344776119,9.373134328,1.13880597,53.80597015,5.878358209,10.96791045,19.28358209,214.7761194,26.82089552,339.119403,219.3134328,2.901,4/07/2012 8:00
160,64.467,8.923880597,9.635074627,1.185074627,52.26119403,5.889552239,11.44925373,18.91791045,214.7761194,27.40298507,339.119403,219.3134328,9.973,4/07/2012 8:30
161,71.293,9.656716418,10.19477612,1.508208955,50.62686567,6.043283582,12.01641791,20.20149254,211.4179104,26.96268657,385.6044776,326.7238806,17.547,4/07/2012 9:00
162,67.261,10.55447761,10.80149254,1.67238806,48.17910448,6.142537313,12.74776119,17.96268657,208.9552239,27.35074627,385.6044776,326.7238806,27.345,4/07/2012 9:30
163,67.175,11.32835821,10.82985075,1.908208955,46.86567164,6.236567164,13.45447761,16.70895522,207.8358209,25.82835821,419.2910448,399.8955224,34.412,4/07/2012 10:00
164,66.758,12.11791045,11.09925373,2.559701493,46.57462687,6.581343284,14.15074627,21.39552239,198.8059701,31.97014925,419.2910448,399.8955224,42.842,4/07/2012 10:30
165,68.438,12.84328358,11.5761194,3.163432836,46.86567164,6.920149254,14.8761194,23.34328358,188.6567164,35.5,493.4701493,456.5522388,47.96,4/07/2012 11:00
166,60.576,13.30671642,12.19029851,3.364925373,46.18656716,7.032835821,15.30671642,22.23134328,184.4029851,30.48507463,493.4701493,456.5522388,43.652,4/07/2012 11:30
167,57.529,13.62164179,12.59402985,3.515671642,45.55970149,7.135074627,15.62164179,22.09701493,176.5671642,32.21641791,319.8283582,380.1268657,54.193,4/07/2012 12:00
